season,main_colours,additional_colours,main_sponsors,additional_major_sponsors,notes,team,non-tobacco_liveries,special_liveries,livery_sponsors,non-tobacco_alcohol_livery_changes,drivers,other_informations_including_non-tobacco_alcohol_race_changes,other_information,non_tobacco_alcohol_changess,additional_major_sponsors___notes,livery_principal_sponsors,non-tobacco_alcohol_livery_changes_location-specific_livery_changes_2011-present,non-tobacco_alcohol_livery_changess,non-tobacco_alcohol_and_other_livery_changes,other_changes
"[{'year': 2016, 'url': 'https://en.wikipedia.org/wiki/2016_Formula_One_World_Championship'}]","['Red', 'White']",['Black'],['Santander'],"['Shell', 'Alfa Romeo', 'UPS', 'HUBLOT', 'Kaspersky Lab', 'Pirelli', 'WEICHAI', 'Ferrari World', 'TNT Energy Drink', 'Telcel', 'Claro', 'MAHLE', 'Oakley', 'OMR Automotive', 'SKF', 'Brembo', 'Magneti Marelli', 'Singha', 'Infor', 'XCDS', 'Ray-Ban', 'Option Rally']",,Ferrari,,,,"Due to a total tobacco livery ban, from 2008 onwards only a ""bar code"" has been used instead of the Marlboro logo. As of the 2010 Spanish Grand Prix , even the ""bar code"" was removed on allegations of subliminal tobacco advertising. This was replaced in 2011 with a new 'Scuderia Ferrari' logo, which uses a similar graphical design to the Marlboro logo while purporting to be a team logo and is placed in the main areas the previous barcode was visible. Philip Morris's sponsorship deal with Ferrari has been extended to 2015. In May 2015, another deal between The Philip Morris Group and Ferrari took place, extending the sponsor deal until 2018, and in August 2017 another ""multi-year"" deal was signed.",,,,,,,,,,
"[{'year': 2017, 'url': 'https://en.wikipedia.org/wiki/2017_Formula_One_World_Championship'}]",['Red'],"['White', 'Black']",['Santander'],"['Shell', 'Alfa Romeo', 'UPS', 'HUBLOT', 'Kaspersky Lab', 'Pirelli', 'WEICHAI', 'Ferrari World', 'MAHLE', 'OMR Automotive', 'SKF', 'Brembo', 'Magneti Marelli', 'Singha', 'Infor', 'Swisse', 'Ray-Ban', 'Option Rally', 'NGK']",,Ferrari,,,,"Due to a total tobacco livery ban, from 2008 onwards only a ""bar code"" has been used instead of the Marlboro logo. As of the 2010 Spanish Grand Prix , even the ""bar code"" was removed on allegations of subliminal tobacco advertising. This was replaced in 2011 with a new 'Scuderia Ferrari' logo, which uses a similar graphical design to the Marlboro logo while purporting to be a team logo and is placed in the main areas the previous barcode was visible. Philip Morris's sponsorship deal with Ferrari has been extended to 2015. In May 2015, another deal between The Philip Morris Group and Ferrari took place, extending the sponsor deal until 2018, and in August 2017 another ""multi-year"" deal was signed.",,,,,,,,,,
"[{'year': 2018, 'url': 'https://en.wikipedia.org/wiki/2018_Formula_One_World_Championship'}]",['Red'],"['Grey', 'white', 'green', 'red']",['Mission Winnow (2018 Japanese Grand Prix onwards)'],"['Shell', 'Ray-Ban', 'Alfa Romeo', 'Kaspersky Lab', 'UPS', 'Lenovo', 'WEICHAI', 'HUBLOT', 'MAHLE', 'OMR Automotive', 'AMD', 'Singha', 'Pirelli', 'Puma', 'Swisse', 'Infor', 'Experis', 'SKF', 'Magneti Marelli', 'Brembo', 'Riedel', 'Iveco', 'Bell', 'O.Z', 'Honeywell', 'Veuve Clicquot']",,Ferrari,,,,"Ferrari's 2018 livery also contains the colors of the Italian flag. Ferrari and Philip Morris unveiled the Mission Winnow livery in the 2018 Japanese Grand Prix . Mission Winnow was also the title sponsor for the 2019 and 2021 seasons as Scuderia Ferrari Mission Winnow. The Mission Winnow logos were removed in the 2019 Australian Grand Prix and were replaced with Scuderia Ferrari's 90th Anniversary logo from the Canadian to Russian Grands Prix. In 2020, the Mission Winnow logos appeared during the testing sessions but were absent throughout the season. Mission Winnow lost the title and livery sponsorship rights in 2022 but remained as a partner. For the 2020 Tuscan Grand Prix , the 1,000th Grand Prix entry for the team, the car was painted into a darker red with a different number font and ""1000GP"" logo.",,,,,,,,,,
"[{'year': 2019, 'url': 'https://en.wikipedia.org/wiki/2019_Formula_One_World_Championship'}]",['Red'],['Black'],['Mission Winnow (2018 Japanese Grand Prix onwards)'],"['Shell', 'Ray-Ban', 'Kaspersky Lab', 'UPS', 'Lenovo', 'WEICHAI', 'HUBLOT', 'MAHLE', 'OMR Automotive', 'AMD', 'Pirelli', 'Infor', 'Experis', 'SKF', 'Magneti Marelli', 'Brembo', 'Laszmoe']",,Ferrari,,,,"Ferrari's 2018 livery also contains the colors of the Italian flag. Ferrari and Philip Morris unveiled the Mission Winnow livery in the 2018 Japanese Grand Prix . Mission Winnow was also the title sponsor for the 2019 and 2021 seasons as Scuderia Ferrari Mission Winnow. The Mission Winnow logos were removed in the 2019 Australian Grand Prix and were replaced with Scuderia Ferrari's 90th Anniversary logo from the Canadian to Russian Grands Prix. In 2020, the Mission Winnow logos appeared during the testing sessions but were absent throughout the season. Mission Winnow lost the title and livery sponsorship rights in 2022 but remained as a partner. For the 2020 Tuscan Grand Prix , the 1,000th Grand Prix entry for the team, the car was painted into a darker red with a different number font and ""1000GP"" logo.",,,,,,,,,,
"[{'year': 2020, 'url': 'https://en.wikipedia.org/wiki/2020_Formula_One_World_Championship'}]",['Red'],['Black'],[],"['Shell', 'Ray-Ban', 'Kaspersky Lab', 'UPS', 'HUBLOT', 'MAHLE', 'OMR Automotive', 'Pirelli', 'Infor', 'Experis', 'SKF', 'Brembo', 'Magneti Marelli', 'NGK', 'Palantir', 'VistaJet']",,Ferrari,,,,"Ferrari's 2018 livery also contains the colors of the Italian flag. Ferrari and Philip Morris unveiled the Mission Winnow livery in the 2018 Japanese Grand Prix . Mission Winnow was also the title sponsor for the 2019 and 2021 seasons as Scuderia Ferrari Mission Winnow. The Mission Winnow logos were removed in the 2019 Australian Grand Prix and were replaced with Scuderia Ferrari's 90th Anniversary logo from the Canadian to Russian Grands Prix. In 2020, the Mission Winnow logos appeared during the testing sessions but were absent throughout the season. Mission Winnow lost the title and livery sponsorship rights in 2022 but remained as a partner. For the 2020 Tuscan Grand Prix , the 1,000th Grand Prix entry for the team, the car was painted into a darker red with a different number font and ""1000GP"" logo.",,,,,,,,,,
"[{'year': 2021, 'url': 'https://en.wikipedia.org/wiki/2021_Formula_One_World_Championship'}]",['Red'],['Black'],['Mission Winnow'],"['Shell', 'Ray-Ban', 'Kaspersky Lab', 'UPS', 'WEICHAI', 'HUBLOT', 'OMR Automotive', 'Estrella Galicia', 'Richard Mille', 'Pirelli', 'Experis', 'SKF', 'Brembo', 'Magneti Marelli', 'NGK', 'Palantir', 'VistaJet', 'Radiobook', 'Riva']",,Ferrari,,,,"Ferrari's 2018 livery also contains the colors of the Italian flag. Ferrari and Philip Morris unveiled the Mission Winnow livery in the 2018 Japanese Grand Prix . Mission Winnow was also the title sponsor for the 2019 and 2021 seasons as Scuderia Ferrari Mission Winnow. The Mission Winnow logos were removed in the 2019 Australian Grand Prix and were replaced with Scuderia Ferrari's 90th Anniversary logo from the Canadian to Russian Grands Prix. In 2020, the Mission Winnow logos appeared during the testing sessions but were absent throughout the season. Mission Winnow lost the title and livery sponsorship rights in 2022 but remained as a partner. For the 2020 Tuscan Grand Prix , the 1,000th Grand Prix entry for the team, the car was painted into a darker red with a different number font and ""1000GP"" logo.",,,,,,,,,,
"[{'year': 2022, 'url': 'https://en.wikipedia.org/wiki/2022_Formula_One_World_Championship'}, {'year': 2023, 'url': 'https://en.wikipedia.org/wiki/2023_Formula_One_World_Championship'}]",['Red'],['Black'],[],"['Snapdragon (2022)', 'Ray-Ban', 'AWS', 'CEVA Logistics', 'Estrella Galicia', 'Palantir', 'OMR Automotive', 'Pirelli', 'SKF', 'Brembo', 'NGK', 'VistaJet', 'MAHLE', 'Radiobook (2022)', 'Riva', 'Velas (2022)', 'Santander', 'Frecciarossa (2022)', 'Shell', 'Bitdefender', 'Richard Mille', 'Genesys (2023)', 'HCL Software (2023)', 'Harman Kardon (2023)', 'Ecopol (2023)', 'Bang & Olufsen (2023)', 'VGW (2023)', 'DXC Technology (2023)']",,Ferrari,,,,"In countries where alcohol sponsorship is outlawed, the Peroni logo, which appears from 2024 onward, is replaced with alternatives: as of 2025, the replacements are references to their Italian heritage. The HP logo was added to the livery from the 2024 Miami Grand Prix onward. From the 2024 Miami Grand Prix onward, Ferrari races HP collaborative blue liveries. The first marked the 70th anniversary of Ferrari's presence in North America which features two historic shades of blue-Azzurro La Plata and Azzurro Dino. Since 2022, Ferrari has run special liveries for Monza : 2022 celebrating the 100th anniversary of the circuit , 2023 celebrating their victory at the 24 Hours of Le Mans , and 2025 to celebrate Niki Lauda 's championship-winning Ferrari 312T . During the 2022 Monaco Grand Prix , Ferrari ran a cross-promotion with the Pixar movie Lightyear . For the Las Vegas Grand Prix, Ferrari ran a special livery in 2023, and a cross-promotion with the movie Gladiator II in 2024. The film's logo was present on the halo for the latter.",,,,,,,,,,
"[{'year': 2024, 'url': 'https://en.wikipedia.org/wiki/2024_Formula_One_World_Championship'}]",['Red'],"['White', 'Yellow', 'Black']",['HP'],"['Ray-Ban', 'AWS', 'CEVA Logistics', 'Palantir', 'OMR Automotive', 'Pirelli', 'Riva', 'Peroni Brewery', 'Santander', 'Shell', 'Richard Mille', 'Genesys', 'HCL Software', 'Puma', 'Ecopol', 'Harman Kardon', 'Bang & Olufsen', 'VGW', 'Celsius', 'DXC Technology', 'ZCG', 'SKF', 'Brembo', 'NGK', 'VistaJet', 'MAHLE']",,Ferrari,,,,"In countries where alcohol sponsorship is outlawed, the Peroni logo, which appears from 2024 onward, is replaced with alternatives: as of 2025, the replacements are references to their Italian heritage. The HP logo was added to the livery from the 2024 Miami Grand Prix onward. From the 2024 Miami Grand Prix onward, Ferrari races HP collaborative blue liveries. The first marked the 70th anniversary of Ferrari's presence in North America which features two historic shades of blue-Azzurro La Plata and Azzurro Dino. Since 2022, Ferrari has run special liveries for Monza : 2022 celebrating the 100th anniversary of the circuit , 2023 celebrating their victory at the 24 Hours of Le Mans , and 2025 to celebrate Niki Lauda 's championship-winning Ferrari 312T . During the 2022 Monaco Grand Prix , Ferrari ran a cross-promotion with the Pixar movie Lightyear . For the Las Vegas Grand Prix, Ferrari ran a special livery in 2023, and a cross-promotion with the movie Gladiator II in 2024. The film's logo was present on the halo for the latter.",,,,,,,,,,
"[{'year': 2025, 'url': 'https://en.wikipedia.org/wiki/2025_Formula_One_World_Championship'}]",['Red'],"['White', 'Black']",['HP'],"['Ray-Ban', 'AWS', 'CEVA Logistics', 'Palantir', 'OMR Automotive', 'Pirelli', 'Peroni Brewery', 'Shell', 'Bitdefender', 'Richard Mille', 'Genesys', 'HCL Software', 'Puma', 'Ecopol', 'Harman Kardon', 'Bang & Olufsen', 'VGW', 'Celsius', 'DXC Technology', 'ZCG', 'SKF', 'Brembo', 'NGK', 'VistaJet', 'MAHLE', 'IBM', 'UniCredit', 'Vantage', 'Ambipar']",,Ferrari,,,,"In countries where alcohol sponsorship is outlawed, the Peroni logo, which appears from 2024 onward, is replaced with alternatives: as of 2025, the replacements are references to their Italian heritage. The HP logo was added to the livery from the 2024 Miami Grand Prix onward. From the 2024 Miami Grand Prix onward, Ferrari races HP collaborative blue liveries. The first marked the 70th anniversary of Ferrari's presence in North America which features two historic shades of blue-Azzurro La Plata and Azzurro Dino. Since 2022, Ferrari has run special liveries for Monza : 2022 celebrating the 100th anniversary of the circuit , 2023 celebrating their victory at the 24 Hours of Le Mans , and 2025 to celebrate Niki Lauda 's championship-winning Ferrari 312T . During the 2022 Monaco Grand Prix , Ferrari ran a cross-promotion with the Pixar movie Lightyear . For the Las Vegas Grand Prix, Ferrari ran a special livery in 2023, and a cross-promotion with the movie Gladiator II in 2024. The film's logo was present on the halo for the latter.",,,,,,,,,,
"[{'year': 1975, 'url': 'https://en.wikipedia.org/wiki/1975_Formula_One_World_Championship'}]",['Silver'],"['Blue', 'Yellow', 'Green', 'Red']",['Copersucar'],['Goodyear'],,Fittipaldi,,,,,,,,,,,,,,
"[{'year': 1976, 'url': 'https://en.wikipedia.org/wiki/1976_Formula_One_World_Championship'}]",['Silver'],"['Blue', 'White', 'Green', 'Red']",['Copersucar'],['Goodyear'],,Fittipaldi,,,,,,,,,,,,,,
"[{'year': 1977, 'url': 'https://en.wikipedia.org/wiki/1977_Formula_One_World_Championship'}]",['Yellow'],"['Blue', 'White', 'Green', 'Red']",['Copersucar'],['Goodyear'],,Fittipaldi,,,,,,,,,,,,,,
"[{'year': 1978, 'url': 'https://en.wikipedia.org/wiki/1978_Formula_One_World_Championship'}, {'year': 1979, 'url': 'https://en.wikipedia.org/wiki/1979_Formula_One_World_Championship'}]",['Yellow'],['Rainbow'],['Copersucar'],['Goodyear'],,Fittipaldi,,,,,,,,,,,,,,
"[{'year': 1980, 'url': 'https://en.wikipedia.org/wiki/1980_Formula_One_World_Championship'}, {'year': 1981, 'url': 'https://en.wikipedia.org/wiki/1981_Formula_One_World_Championship'}]","['Yellow', 'White']",['Brown'],['Skol'],"['Goodyear', 'Marlboro (1981)']",,Fittipaldi,,,,,,,,,,,,,,
"[{'year': 1982, 'url': 'https://en.wikipedia.org/wiki/1982_Formula_One_World_Championship'}]",['White'],"['Blue', 'Red']","['Sal Cisne', 'Caloi']","['Brasilinvest', 'Petrobras']",,Fittipaldi,,,,,,,,,,,,,,
"[{'year': 1991, 'url': 'https://en.wikipedia.org/wiki/1991_Formula_One_World_Championship'}]",['Black'],"['White', 'Red', 'Yellow']",,['Agip'],,Fondmetal,,,['Fondmetal'],,,,,,,,,,,
"[{'year': 1992, 'url': 'https://en.wikipedia.org/wiki/1992_Formula_One_World_Championship'}]",['Black'],"['Red', 'White']",,"['LeasePlan', 'Agip', 'Foppapedretti', 'Sgommatutto']",,Fondmetal,,,['Fondmetal'],,,,,,,,,,,
"[{'year': 2008, 'url': 'https://en.wikipedia.org/wiki/2008_Formula_One_World_Championship'}]",['White'],"['Vermillion', 'Saffron']",,"['ICICI', 'Medion', 'Reliance Industries', 'Royal Challenge', 'Bridgestone', 'Kanyan Capital', 'AVG', 'Airbus']",,Force India,,,['Kingfisher Airlines'],,,,,,,,,,,
"[{'year': 2009, 'url': 'https://en.wikipedia.org/wiki/2009_Formula_One_World_Championship'}]",['White'],"['Green', 'Saffron']",,"['ICICI', 'Medion', 'Reliance Industries', 'Royal Challenge', 'Whyte & Mackay', 'Bridgestone', 'Signature']",,Force India,,,['Kingfisher Airlines'],,,,,,,,,,,
"[{'year': 2010, 'url': 'https://en.wikipedia.org/wiki/2010_Formula_One_World_Championship'}]",['White'],"['Green', 'Orange']",,"['Royal Challenge', 'Medion', 'Reebok', 'Bridgestone', 'Signature']",,Force India,,,"['Kingfisher Airlines', 'Whyte & Mackay']",,,,,,,,,,,
"[{'year': 2011, 'url': 'https://en.wikipedia.org/wiki/2011_Formula_One_World_Championship'}]","['White', 'Orange']",['Green'],,"['Medion', 'Royal Challenge', 'Reebok', 'Pirelli', 'Vladivar', 'UB']",,Force India,,,"['Kingfisher Airlines', 'Whyte & Mackay']","Whyte & Mackay's logo was removed from clothing at the Turkish GP and Whyte & Mackay logo also replaced with ""One from a Billion Hunt"" in that Grand Prix too. Ra.One was added at the Indian GP . Due to local laws about alcohol sponsorship, the Whyte & Mackay logos were also removed from the car at the Abu Dhabi Grand Prix , and were instead replaced with the names of the winners of a competition run by the team.",,,,,,,,,,
"[{'year': 2012, 'url': 'https://en.wikipedia.org/wiki/2012_Formula_One_World_Championship'}]","['White', 'Orange', 'Green']",[],,"['Royal Challenge', 'Reebok', 'Pirelli', 'Whyte & Mackay', 'Vladivar', 'UB', 'Aethra']",,Force India,,,"['Kingfisher', 'Sahara']","Whyte & Mackay's logo was removed from clothing at the Turkish GP and Whyte & Mackay logo also replaced with ""One from a Billion Hunt"" in that Grand Prix too. Ra.One was added at the Indian GP . Due to local laws about alcohol sponsorship, the Whyte & Mackay logos were also removed from the car at the Abu Dhabi Grand Prix , and were instead replaced with the names of the winners of a competition run by the team.",,,,,,,,,,
"[{'year': 2013, 'url': 'https://en.wikipedia.org/wiki/2013_Formula_One_World_Championship'}]","['White', 'Orange', 'Green']",[],,"['Royal Challenge', 'Reebok', 'Medion', 'Pirelli', 'Whyte & Mackay', 'Vladivar', 'UB']",,Force India,,,"['Kingfisher', 'Sahara']","Whyte & Mackay's logo was removed from clothing at the Turkish GP and Whyte & Mackay logo also replaced with ""One from a Billion Hunt"" in that Grand Prix too. Ra.One was added at the Indian GP . Due to local laws about alcohol sponsorship, the Whyte & Mackay logos were also removed from the car at the Abu Dhabi Grand Prix , and were instead replaced with the names of the winners of a competition run by the team.",,,,,,,,,,
"[{'year': 2014, 'url': 'https://en.wikipedia.org/wiki/2014_Formula_One_World_Championship'}]",['Black'],"['White', 'Orange', 'Green']",,"['Royal Challenge', 'Alpinestars', 'Pirelli', 'UB', 'Claro', 'Telmex', 'Telcel', 'Astana Tourism', 'Roshfrans', 'Smirnoff', 'TW Steel', 'Varlion', 'Auden Mckenzie Group', 'Consorcio Aristos', 'Ficrea']",,Force India,,,"['Kingfisher', 'Sahara']",Smirnoff logo was replaced by the Sahara logo during Abu Dhabi GP.,,,,,,,,,,
"[{'year': 2015, 'url': 'https://en.wikipedia.org/wiki/2015_Formula_One_World_Championship'}]","['Black', 'Silver']","['Orange', 'Green']",,"['Royal Challenge', 'Alpinestars', 'Pirelli', 'UB', 'Claro', 'Telmex', 'Telcel', 'NEC', 'Quaker State', 'Smirnoff', 'Univa', 'Infinitum', 'Interproteccion', 'Hype Energy', 'Consorcio Aristos', 'Channel It', 'Skullcandy', 'Cavall']",,Force India,,,"['Kingfisher', 'Sahara']",,,,,,,,,,,
